video_id,start_sec,end_sec,label_end_sec,gap_sec,duration_sec,length_basis,last,exercise_name,age_group,source,common,evidence_text,chunk_id,citation_label,url
Rt3tdifHbns,74,152,150,2,78,next_start,False,흔들어 체조,유아기,screen,True,01:14 흔들어 체조,video:Rt3tdifHbns,국민체력100 운동영상 · 🦖유아기 복합 운동기술 향상 | 수박나라로 떠나요! (심화편),https://www.youtube.com/watch?v=Rt3tdifHbns&t=74s
Rt3tdifHbns,152,1116,224,892,964,next_start,False,거북이 스트레칭,유아기,screen,True,02:32 거북이 스트레칭,video:Rt3tdifHbns,국민체력100 운동영상 · 🦖유아기 복합 운동기술 향상 | 수박나라로 떠나요! (심화편),https://www.youtube.com/watch?v=Rt3tdifHbns&t=152s
Rt3tdifHbns,1116,1190,1190,0,74,label_end,True,우리 모두 다같이,유아기,screen,True,18:36 우리 모두 다 같이,video:Rt3tdifHbns,국민체력100 운동영상 · 🦖유아기 복합 운동기술 향상 | 수박나라로 떠나요! (심화편),https://www.youtube.com/watch?v=Rt3tdifHbns&t=1116s
SZefn91w66o,6,80,72,8,74,next_start,False,꼬리를 떼어요,유아기,screen,False,00:06 꼬리를 떼어요,video:SZefn91w66o,국민체력100 운동영상 · 🦖유아기 기초체력 향상 체조 | 심폐체력 유연성 운동 응용동작 (7min),https://www.youtube.com/watch?v=SZefn91w66o&t=6s
SZefn91w66o,80,138,130,8,58,next_start,False,알을 낳아요,유아기,screen,False,01:20 알을 낳아요,video:SZefn91w66o,국민체력100 운동영상 · 🦖유아기 기초체력 향상 체조 | 심폐체력 유연성 운동 응용동작 (7min),https://www.youtube.com/watch?v=SZefn91w66o&t=80s
SZefn91w66o,138,194,188,6,56,next_start,False,줄넘기 해요,유아기,screen,False,02:18 줄넘기 해요(줄없는),video:SZefn91w66o,국민체력100 운동영상 · 🦖유아기 기초체력 향상 체조 | 심폐체력 유연성 운동 응용동작 (7min),https://www.youtube.com/watch?v=SZefn91w66o&t=138s
SZefn91w66o,194,278,272,6,84,next_start,False,공을 옮겨요(앞),유아기,screen,False,03:14 공을 옮겨요(앞),video:SZefn91w66o,국민체력100 운동영상 · 🦖유아기 기초체력 향상 체조 | 심폐체력 유연성 운동 응용동작 (7min),https://www.youtube.com/watch?v=SZefn91w66o&t=194s
SZefn91w66o,278,356,350,6,78,next_start,False,공을 옮겨요(옆),유아기,screen,False,04:38 공을 옮겨요(옆),video:SZefn91w66o,국민체력100 운동영상 · 🦖유아기 기초체력 향상 체조 | 심폐체력 유연성 운동 응용동작 (7min),https://www.youtube.com/watch?v=SZefn91w66o&t=278s
SZefn91w66o,356,446,446,0,90,label_end,True,후굴자세 해봐요,유아기,screen,False,05:56 후굴자세 해봐요,video:SZefn91w66o,국민체력100 운동영상 · 🦖유아기 기초체력 향상 체조 | 심폐체력 유연성 운동 응용동작 (7min),https://www.youtube.com/watch?v=SZefn91w66o&t=356s
TXE6Y_FpayU,50,132,88,44,82,next_start,False,나비자세,청소년,screen,True,00:50 나비자세,video:TXE6Y_FpayU,국민체력100 운동영상 · [초등학생] '키 쑥쑥' 아이 성장 발달을 위한 스트레칭 운동,https://www.youtube.com/watch?v=TXE6Y_FpayU&t=50s
TXE6Y_FpayU,132,992,176,816,860,next_start,False,옆구리늘리기,청소년,screen,False,02:12 옆구리 늘리기,video:TXE6Y_FpayU,국민체력100 운동영상 · [초등학생] '키 쑥쑥' 아이 성장 발달을 위한 스트레칭 운동,https://www.youtube.com/watch?v=TXE6Y_FpayU&t=132s
TXE6Y_FpayU,992,994,994,0,2,label_end,True,줄넘기,청소년,screen,False,16:32 08. 투명 줄넘기,video:TXE6Y_FpayU,국민체력100 운동영상 · [초등학생] '키 쑥쑥' 아이 성장 발달을 위한 스트레칭 운동,https://www.youtube.com/watch?v=TXE6Y_FpayU&t=992s
TmVZ2gdZnQQ,130,174,166,8,44,next_start,False,나비자세,유소년,screen_bar,True,02:10 넙다리 안쪽 늘리기 (나비자세),video:TmVZ2gdZnQQ,국민체력100 운동영상 · [👦🏻유소년] 성장기 학생들을 위한 운동체력향상 운동프로그램 (30min),https://www.youtube.com/watch?v=TmVZ2gdZnQQ&t=130s
TmVZ2gdZnQQ,174,216,210,6,42,next_start,False,척추 들어올리기,유소년,screen_bar,True,02:54 척추 들어올리기 (고양이자세),video:TmVZ2gdZnQQ,국민체력100 운동영상 · [👦🏻유소년] 성장기 학생들을 위한 운동체력향상 운동프로그램 (30min),https://www.youtube.com/watch?v=TmVZ2gdZnQQ&t=174s
TmVZ2gdZnQQ,216,316,254,62,100,next_start,False,아기자세,유소년,screen_bar,True,03:36 엎드려 어깨 눌러주기 (아기자세),video:TmVZ2gdZnQQ,국민체력100 운동영상 · [👦🏻유소년] 성장기 학생들을 위한 운동체력향상 운동프로그램 (30min),https://www.youtube.com/watch?v=TmVZ2gdZnQQ&t=216s
TmVZ2gdZnQQ,316,1384,366,1018,1068,next_start,False,다리뻗어 상체 숙이기,유소년,screen_bar,True,05:16 다리 뻗어 상체 숙이기,video:TmVZ2gdZnQQ,국민체력100 운동영상 · [👦🏻유소년] 성장기 학생들을 위한 운동체력향상 운동프로그램 (30min),https://www.youtube.com/watch?v=TmVZ2gdZnQQ&t=316s
TmVZ2gdZnQQ,1384,1536,1404,132,152,next_start,False,엎드려 상체 들어올리기,유소년,screen_bar,True,23:04 엎드려 상체 들어올리기,video:TmVZ2gdZnQQ,국민체력100 운동영상 · [👦🏻유소년] 성장기 학생들을 위한 운동체력향상 운동프로그램 (30min),https://www.youtube.com/watch?v=TmVZ2gdZnQQ&t=1384s
TmVZ2gdZnQQ,1536,1554,1554,0,18,label_end,True,양팔 벌려 전신 비틀기,유소년,screen_bar,True,25:36 양팔 벌려 전신 비틀기,video:TmVZ2gdZnQQ,국민체력100 운동영상 · [👦🏻유소년] 성장기 학생들을 위한 운동체력향상 운동프로그램 (30min),https://www.youtube.com/watch?v=TmVZ2gdZnQQ&t=1536s
V9cymtUC61I,66,690,68,622,624,next_start,False,목 돌리기,청소년,screen,False,01:06 목 돌리기,video:V9cymtUC61I,국민체력100 운동영상 · [청소년] 🎯이제는 정신력 싸움🎯 운동으로 멘탈 관리하고 대학가자!!,https://www.youtube.com/watch?v=V9cymtUC61I&t=66s
V9cymtUC61I,690,782,718,64,92,next_start,False,내전근 스트레칭,청소년,screen,False,11:30 04. 내전근 스트레칭,video:V9cymtUC61I,국민체력100 운동영상 · [청소년] 🎯이제는 정신력 싸움🎯 운동으로 멘탈 관리하고 대학가자!!,https://www.youtube.com/watch?v=V9cymtUC61I&t=690s
V9cymtUC61I,782,808,808,0,26,label_end,True,몸통 비틀기,청소년,screen,False,13:02 07. 손 깍지 끼고 몸통 비틀기,video:V9cymtUC61I,국민체력100 운동영상 · [청소년] 🎯이제는 정신력 싸움🎯 운동으로 멘탈 관리하고 대학가자!!,https://www.youtube.com/watch?v=V9cymtUC61I&t=782s
XSn6DE3cxy4,128,172,164,8,44,next_start,False,나비자세,청소년,screen_bar,True,02:08 넙다리 안쪽 늘리기 (나비자세),video:XSn6DE3cxy4,국민체력100 운동영상 · [👩🏻‍🎓청소년] 중고등학생 체중조절 다이어트 운동프로그램 (30min),https://www.youtube.com/watch?v=XSn6DE3cxy4&t=128s
XSn6DE3cxy4,172,214,206,8,42,next_start,False,척추 들어올리기,청소년,screen_bar,True,02:52 척추 들어올리기 (고양이자세),video:XSn6DE3cxy4,국민체력100 운동영상 · [👩🏻‍🎓청소년] 중고등학생 체중조절 다이어트 운동프로그램 (30min),https://www.youtube.com/watch?v=XSn6DE3cxy4&t=172s
XSn6DE3cxy4,214,314,252,62,100,next_start,False,아기자세,청소년,screen_bar,True,03:34 엎드려 어깨 눌러주기 (아기자세),video:XSn6DE3cxy4,국민체력100 운동영상 · [👩🏻‍🎓청소년] 중고등학생 체중조절 다이어트 운동프로그램 (30min),https://www.youtube.com/watch?v=XSn6DE3cxy4&t=214s
XSn6DE3cxy4,314,608,362,246,294,next_start,False,다리뻗어 상체 숙이기,청소년,screen_bar,True,05:14 다리 뻗어 상체 숙이기,video:XSn6DE3cxy4,국민체력100 운동영상 · [👩🏻‍🎓청소년] 중고등학생 체중조절 다이어트 운동프로그램 (30min),https://www.youtube.com/watch?v=XSn6DE3cxy4&t=314s
XSn6DE3cxy4,608,1704,668,1036,1096,next_start,False,서서 다리 모으고 벌리기,청소년,screen_bar,False,10:08 서서 다리 모으고 벌리기,video:XSn6DE3cxy4,국민체력100 운동영상 · [👩🏻‍🎓청소년] 중고등학생 체중조절 다이어트 운동프로그램 (30min),https://www.youtube.com/watch?v=XSn6DE3cxy4&t=608s
XSn6DE3cxy4,1704,1856,1724,132,152,next_start,False,엎드려 상체 들어올리기,청소년,screen_bar,True,28:24 엎드려 상체 들어올리기,video:XSn6DE3cxy4,국민체력100 운동영상 · [👩🏻‍🎓청소년] 중고등학생 체중조절 다이어트 운동프로그램 (30min),https://www.youtube.com/watch?v=XSn6DE3cxy4&t=1704s
XSn6DE3cxy4,1856,1874,1874,0,18,label_end,True,양팔 벌려 전신 비틀기,청소년,screen_bar,True,30:56 양팔 벌려 전신 비틀기,video:XSn6DE3cxy4,국민체력100 운동영상 · [👩🏻‍🎓청소년] 중고등학생 체중조절 다이어트 운동프로그램 (30min),https://www.youtube.com/watch?v=XSn6DE3cxy4&t=1856s
